plotid,species,cover
081060,Viburnum propinquum,1
081060,Ainsliaea latifolia s. henryi,1
081060,Ellisiophyllum pinnatum,1
081060,Abies kawakamii,69
081060,Aletris formosana,1
081060,Juniperus squamata,14
081060,Lonicera kawakamii,1
081060,Ribes formosanum,1
081060,Rosa transmorrisonensis,1
081060,Berberis morrisonensis,1
081060,Circaea alpina s. imaicola,1
081060,Oxalis acetocella s. griffinthii v. fo,1
081060,Senecio scandens v. incisus,1
081060,Oxalis acetocella s. taemoni,1
081060,Rosa sericea v. morrisonensis,1
081060,Lolium perenne,1
081060,Goodyera nankoensis,1
081060,Brachypodium kawakamii,1
081060,Helictotrichon abietetorum,1
081060,Silene morrisonmontana,1
081060,Thalictrum urbaini,1
081057,Tsuga chinensis v. formosana,37
081057,Yushania niitakayamensis,74
081057,Rhododendron pseudochrysanthum,1
081057,Galium echinocarpum,1
081057,Crypsinus quasidivaricatus,1
081057,Ainsliaea latifolia s. henryi,1
081057,Abies kawakamii,63
081057,Aletris formosana,6
081057,Ribes formosanum,6
081057,Arenaria subpilosa,1
081057,Oreomyrrhis involucrata,1
081057,Circaea alpina s. imaicola,1
081057,Luzula taiwaniana,1
081057,Senecio scandens v. incisus,1
081057,Myriactis humilis,1
081057,Deschampsia cespitosa v. festucifolia,12
081057,Agrostis infirma v. formosana,1
081057,Veronica oligosperma,1
273042,Yushania niitakayamensis,80
273042,Polystichum parvipinnulum,1
273042,Berberis kawakamii,3
273042,Pieris taiwanensis,4
273042,Galium echinocarpum,1
273042,Rhododendron rubropilosum,5
273042,Oxalis acetocella s. griffithii,1
273042,Ainsliaea latifolia s. henryi,1
273042,Asplenium trichomanes,1
273042,Abies kawakamii,46
273042,Gaultheria itoana,1
273042,Juniperus squamata,2
273042,Rubus rolfei,1
273042,Cirsium kawakamii,1
273042,Hypericum nagasawai,1
273042,Luzula taiwaniana,1
273042,Myriactis humilis,1
273042,Rhododendron pachysanthum,4
273042,Veronica oligosperma,1
273042,Ranunculus taisanensis,1
273042,Rubus croceacanthus,1
081044,Yushania niitakayamensis,10
081044,Rhododendron pseudochrysanthum,7
081044,Hydrangea aspera,1
081044,Galium echinocarpum,1
081044,Senecio nemorensis v. dentatus,1
081044,Oxalis acetocella s. griffithii,3
081044,Ainsliaea latifolia s. henryi,25
081044,Abies kawakamii,93
081044,Aletris formosana,1
081044,Deschampsia flexuosa,3
081044,Juniperus squamata,9
081044,Lonicera kawakamii,1
081044,Primula miyabeana,2
081044,Rosa transmorrisonensis,10
081044,Arenaria subpilosa,1
081044,Oreomyrrhis involucrata,1
081044,Agrostis infirma,1
081044,Berberis morrisonensis,11
081044,Cirsium kawakamii,6
081044,Circaea alpina s. imaicola,1
081044,Polystichum morii,1
081044,Myriactis humilis,1
081044,Hemiphragma heterophyllum,1
081044,Cystopteris fragilis,5
081044,Saussurea glandulosa,1
081044,Geranium hayatanum,2
081044,Agropyron formosanum,10
081044,Rosa sericea v. morrisonensis,1
081044,Fragaria hayatai,1
081044,Aconitum fukutomei,1
081044,Thalictrum urbaini v. majus,1
081044,Rubus croceacanthus,1
081046,Vitex quinata,1
081046,Athyrium arisanense,1
081046,Galium echinocarpum,1
081046,Dryopteris wallichiana,1
081046,Oxalis acetocella s. griffithii,1
081046,Ainsliaea latifolia s. henryi,61
081046,Ellisiophyllum pinnatum,1
081046,Abies kawakamii,68
081046,Aletris formosana,1
081046,Juniperus squamata,4
081046,Ribes formosanum,1
081046,Sedum morrisonense,1
081046,Berberis morrisonensis,3
081046,Cirsium kawakamii,1
081046,Myriactis humilis,1
081046,Cystopteris fragilis,7
081046,Cerastium trigynum v. morrisonense,1
081046,Viburnum betulifolium,4
081046,Saussurea glandulosa,1
081046,Sorbus randaiensis,34
081046,Juncus effusus v. decipiens,1
081046,Artemisia oligocarpa,1
081046,Agropyron formosanum,1
081046,Agrostis infirma v. formosana,10
081046,Parasenecio hwangshanica,1
081046,Rubus croceacanthus,1
020447,Yushania niitakayamensis,60
020447,Berberis kawakamii,1
020447,Rhododendron pseudochrysanthum,1
020447,Galium echinocarpum,1
020447,Crypsinus quasidivaricatus,1
020447,Ainsliaea latifolia s. henryi,1
020447,Ellisiophyllum pinnatum,1
020447,Abies kawakamii,62
020447,Juniperus squamata,2
020447,Circaea erubescens,1
020447,Cystopteris moupinensis,1
020447,Lonicera kawakamii,1
020447,Ribes formosanum,1
020447,Rosa transmorrisonensis,1
020447,Thalictrum rubescens,1
020447,Viola senzanensis,1
020447,Lepisorus pseudoussuriensis,1
081035,Hydrangea integrifolia,1
081035,Athyrium arisanense,1
081035,Dryopteris wallichiana,21
081035,Oxalis acetocella s. griffithii,1
081035,Ainsliaea latifolia s. henryi,76
081035,Ellisiophyllum pinnatum,1
081035,Abies kawakamii,95
081035,Aletris formosana,1
081035,Deschampsia flexuosa,2
081035,Juniperus formosana,2
081035,Lonicera kawakamii,1
081035,Rosa transmorrisonensis,1
081035,Arenaria subpilosa,1
081035,Agrostis infirma,1
081035,Berberis morrisonensis,1
081035,Polystichum morii,1
081035,Saussurea glandulosa,1
081035,Sorbus randaiensis,2
081035,Rubus croceacanthus,1
250057,Yushania niitakayamensis,65
250057,Elatostema trilobulatum,3
250057,Oxalis acetocella s. griffithii,1
250057,Juniperus squamata,90
250057,Cystopteris moupinensis,3
250057,Ribes formosanum,2
250057,Arenaria subpilosa,1
250057,Oreomyrrhis involucrata,1
250057,Agrostis infirma,1
250057,Pimpinella niitakayamensis,1
250057,Athyrium reflexipinnum,1
250057,Polystichum stenophyllum,1
250057,Viola adenothrix,1
250057,Myriactis humilis,1
250057,Luzula effusa,1
250057,Geranium hayatanum,1
250057,Cirsium arisanense,1
250057,Rubus pungens v. oldhamii,1
250057,Galium gracilens,2
250057,Senecio morrisonensis,1
250057,Poa takasagomontana,1
290170,Yushania niitakayamensis,95
290170,Elatostema trilobulatum,5
290170,Ainsliaea latifolia s. henryi,1
290170,Abies kawakamii,81
300055,Tsuga chinensis v. formosana,2
300055,Yushania niitakayamensis,95
300055,Abies kawakamii,95
300055,Sorbus randaiensis,2
081056,Farfugium japonicum,1
081056,Tsuga chinensis v. formosana,1
081056,Yushania niitakayamensis,95
081056,Ainsliaea latifolia s. henryi,1
081056,Abies kawakamii,95
081056,Ribes formosanum,1
081056,Oxalis acetocella s. griffinthii v. fo,1
081056,Senecio scandens v. incisus,1
081056,Myriactis humilis,1
081056,Rubus pungens,1
081056,Ligularia kojimae,1
300004,Yushania niitakayamensis,89
300004,Daphne arisanensis,1
300004,Elatostema trilobulatum,10
300004,Rubus pectinellus,1
300004,Dryopteris austriaca,1
300004,Abies kawakamii,95
300004,Polystichum stenophyllum,1
300004,Viburnum betulifolium,4
300004,Rubus pungens v. oldhamii,1
310328,Yushania niitakayamensis,95
310328,Elatostema trilobulatum,1
310328,Galium echinocarpum,1
310328,Tripterospermum lanceolatum,1
310328,Oxalis acetocella s. griffithii,1
310328,Ainsliaea latifolia s. henryi,1
310328,Abies kawakamii,90
310328,Juniperus squamata,10
273044,Yushania niitakayamensis,90
273044,Pieris taiwanensis,2
273044,Abies kawakamii,51
273044,Juniperus formosana,1
273044,Juniperus squamata,8
273044,Cheilotheca humilis,1
273044,Carex breviculmis,1
200110,Yushania niitakayamensis,95
200110,Elatostema trilobulatum,1
200110,Abies kawakamii,87
200110,Juniperus squamata,14
200110,Cystopteris fragilis,1
200110,Galium morii,1
200110,Gentiana flavomaculata,1
270036,Rhododendron pseudochrysanthum,2
270036,Abies kawakamii,70
270036,Juniperus squamata,50
270036,Trichophorum subcapitatum,1
270036,Rhododendron pachysanthum,3
110438,Yushania niitakayamensis,80
110438,Abies kawakamii,95
110037,Tsuga chinensis v. formosana,1
110037,Yushania niitakayamensis,95
110037,Goodyera velutina,1
110037,Ainsliaea latifolia s. henryi,1
110037,Abies kawakamii,95
110315,Yushania niitakayamensis,95
110315,Pieris taiwanensis,1
110315,Abies kawakamii,95
110315,Rhododendron pachysanthum,3
110503,Yushania niitakayamensis,60
110503,Berberis kawakamii,1
110503,Rhododendron pseudochrysanthum,25
110503,Chimaphila japonica,1
110503,Ainsliaea latifolia s. henryi,1
110503,Abies kawakamii,83
110503,Juniperus squamata,20
110503,Luzula taiwaniana,1
110503,Galium gracilens,1
020446,Yushania niitakayamensis,95
020446,Goodyera velutina,1
020446,Rhododendron pseudochrysanthum,2
020446,Pyrola alboreticulata,1
020446,Abies kawakamii,95
020446,Cheilotheca humilis,1
110491,Yushania niitakayamensis,30
110491,Abies kawakamii,60
110491,Cystopteris moupinensis,1
110491,Arenaria subpilosa,5
110491,Circaea alpina s. imaicola,1
110491,Luzula taiwaniana,1
110491,Oxalis acetocella s. taemoni,1
110491,Rubus pungens v. oldhamii,1
110491,Galium gracilens,1
200109,Yushania niitakayamensis,95
200109,Ainsliaea latifolia s. henryi,4
200109,Abies kawakamii,91
200109,Juniperus squamata,9
200109,Arabis lyrata s. kamtschatica,1
200109,Gentiana davidii v. formosana,1
200109,Rubus pungens,1
200109,Chimaphila monticola,1
300180,Yushania niitakayamensis,82
300180,Elatostema trilobulatum,11
300180,Galium echinocarpum,2
300180,Senecio nemorensis v. dentatus,1
300180,Oxalis acetocella s. griffithii,3
300180,Ainsliaea latifolia s. henryi,2
300180,Abies kawakamii,95
070468,Yushania niitakayamensis,95
070468,Smilax vaginata,1
070468,Ainsliaea latifolia s. henryi,5
070468,Abies kawakamii,35
070468,Juniperus squamata,2
070468,Smilacina japonica,1
070468,Platanthera brevicalcarata,1
110488,Yushania niitakayamensis,90
110488,Rhododendron pseudochrysanthum,15
110488,Abies kawakamii,70
110488,Sorbus randaiensis,5
310300,Yushania niitakayamensis,95
310300,Elatostema trilobulatum,1
310300,Rubus pectinellus,1
310300,Galium echinocarpum,1
310300,Abies kawakamii,95
310300,Cystopteris moupinensis,1
310300,Polystichum nepalense,1
320045,Yushania niitakayamensis,95
320045,Pyrola morrisonensis,1
320045,Abies kawakamii,95
320045,Arenaria subpilosa,1
320045,Oxalis acetocella s. griffinthii v. fo,1
320045,Rhododendron pachysanthum,5
320045,Monotropa hypopithys,1
290172,Yushania niitakayamensis,90
290172,Lonicera acuminata,1
290172,Berberis kawakamii,1
290172,Elatostema trilobulatum,10
290172,Abies kawakamii,76
290172,Rosa transmorrisonensis,3
290172,Ilex bioritsensis,1
250063,Tsuga chinensis v. formosana,3
250063,Xiphopteris okuboi,1
250063,Yushania niitakayamensis,95
250063,Elatostema trilobulatum,1
250063,Crypsinus quasidivaricatus,1
250063,Ainsliaea latifolia s. henryi,1
250063,Abies kawakamii,81
250063,Sorbus randaiensis,1
250063,Rubus pungens v. oldhamii,1
300003,Yushania niitakayamensis,94
300003,Elatostema trilobulatum,3
300003,Dryopteris austriaca,1
300003,Smilax vaginata,1
300003,Abies kawakamii,95
300003,Ilex bioritsensis,1
300003,Rubus pungens v. oldhamii,1
300191,Yushania niitakayamensis,83
300191,Berberis kawakamii,1
300191,Elatostema trilobulatum,10
300191,Rhododendron pseudochrysanthum,1
300191,Galium echinocarpum,1
300191,Ainsliaea latifolia s. henryi,5
300191,Abies kawakamii,95
300191,Sedum morrisonense,1
300191,Ligularia kojimae,1
300191,Luzula plumosa,1
273041,Yushania niitakayamensis,94
273041,Berberis kawakamii,1
273041,Polygonum cuspidatum,1
273041,Ainsliaea latifolia s. henryi,1
273041,Abies kawakamii,94
273041,Aletris formosana,1
273041,Gaultheria itoana,1
273041,Juniperus squamata,8
110497,Yushania niitakayamensis,20
110497,Rhododendron pseudochrysanthum,3
110497,Ainsliaea latifolia s. henryi,1
110497,Abies kawakamii,80
110497,Juniperus squamata,2
110497,Luzula taiwaniana,1
110497,Potentilla matsumurae v. pilosa,1
110316,Yushania niitakayamensis,25
110316,Pieris taiwanensis,5
110316,Abies kawakamii,70
110316,Juniperus formosana,1
110122,Hedera rhombea v. formosana,1
110122,Eurya glaberrima,1
110122,Tsuga chinensis v. formosana,55
110122,Yushania niitakayamensis,95
110122,Lepisorus monilisorus,1
110122,Arisaema formosanum,1
110122,Lonicera acuminata,1
110122,Rubus pectinellus,1
110122,Ilex yunnanensis v. parvifolia,1
110122,Ainsliaea latifolia s. henryi,1
110122,Abies kawakamii,45
110122,Viburnum betulifolium,1
110122,Symplocos nokoensis,1
270072,Eurya glaberrima,4
270072,Hydrangea integrifolia,1
270072,Tsuga chinensis v. formosana,62
270072,Yushania niitakayamensis,80
270072,Pieris taiwanensis,6
270072,Rhododendron pseudochrysanthum,10
270072,Rhododendron rubropilosum,4
270072,Ainsliaea latifolia s. henryi,1
270072,Abies kawakamii,20
020465,Tsuga chinensis v. formosana,17
020465,Yushania niitakayamensis,95
020465,Chimaphila japonica,1
020465,Abies kawakamii,84
020465,Cheilotheca humilis,1
300126,Araiostegia parvipinnata,1
300126,Mecodium polyanthos,1
300126,Photinia niitakayamensis,6
300126,Tsuga chinensis v. formosana,73
300126,Yushania niitakayamensis,95
300126,Rhododendron pseudochrysanthum,4
300126,Pinus armandii v. masteriana,2
300126,Chimaphila japonica,1
300126,Abies kawakamii,15
300126,Polystichum piceopaleaceum,1
200284,Eurya glaberrima,1
200284,Plagiogyria formosana,1
200284,Tsuga chinensis v. formosana,91
200284,Yushania niitakayamensis,95
200284,Elatostema trilobulatum,1
200284,Dryopteris lepidopoda,1
200284,Ctenitis transmorrisonensis,1
200284,Smilax vaginata,1
200284,Dryopteris reflexosquamata,1
200284,Abies kawakamii,9
200284,Polystichum morii,1
200284,Athyrium reflexipinnum,1
200284,Trichophorum subcapitatum,1
200284,Athyrium tozanense,1
200284,Ctenitis kawakamii,1
200284,Rubus pungens v. oldhamii,1
200284,Athyrium oppositipinnum,1
200077,Tsuga chinensis v. formosana,71
200077,Yushania niitakayamensis,91
200077,Pieris taiwanensis,24
200077,Abies kawakamii,14
110412,Tsuga chinensis v. formosana,24
110412,Yushania niitakayamensis,50
110412,Pieris taiwanensis,1
110412,Rhododendron pseudochrysanthum,11
110412,Chimaphila japonica,1
110412,Abies kawakamii,71
110412,Juniperus formosana,1
300116,Eurya glaberrima,1
300116,Hydrangea integrifolia,1
300116,Tsuga chinensis v. formosana,70
300116,Yushania niitakayamensis,68
300116,Elatostema trilobulatum,1
300116,Galium echinocarpum,1
300116,Rhododendron rubropilosum,2
300116,Pyrola alboreticulata,1
300116,Dryopteris lepidopoda,1
300116,Ctenitis transmorrisonensis,1
300116,Chimaphila japonica,1
300116,Crypsinus quasidivaricatus,1
300116,Oxalis acetocella s. griffithii,1
300116,Ainsliaea latifolia s. henryi,32
300116,Prinsepia scandens,1
300116,Abies kawakamii,29
300116,Gaultheria itoana,1
300116,Oreomyrrhis involucrata,1
300116,Lycopodium veitchii,1
300116,Polystichum morii,1
300116,Trichophorum subcapitatum,1
300116,Polystichum stenophyllum,1
300116,Luzula effusa,1
300116,Circaea cordata,1
300116,Veronica oligosperma,1
300116,Rubus taitoensis v. aculeatiflorus,1
300116,Triplostegia glandulifera,1
020461,Tsuga chinensis v. formosana,35
020461,Yushania niitakayamensis,85
020461,Chimaphila japonica,1
020461,Ainsliaea latifolia s. henryi,1
020461,Abies kawakamii,40
200532,Lepisorus thunbergianus,1
200532,Tsuga chinensis v. formosana,45
200532,Yushania niitakayamensis,95
200532,Abies kawakamii,74
200532,Veronica morrisonicola,1
081058,Tsuga chinensis v. formosana,38
081058,Yushania niitakayamensis,94
081058,Lepisorus obscurevenulosus,1
081058,Rhododendron pseudochrysanthum,8
081058,Ellisiophyllum pinnatum,1
081058,Abies kawakamii,57
081058,Juniperus squamata,2
081058,Oxalis acetocella s. taemoni,1
081058,Goodyera nankoensis,1
300060,Eurya glaberrima,14
300060,Tsuga chinensis v. formosana,46
300060,Yushania niitakayamensis,95
300060,Elatostema trilobulatum,1
300060,Dryopteris austriaca,1
300060,Abies kawakamii,33
300060,Sorbus randaiensis,7
270082,Eurya glaberrima,3
270082,Hydrangea integrifolia,1
270082,Tsuga chinensis v. formosana,10
270082,Yushania niitakayamensis,80
270082,Berberis kawakamii,1
270082,Elatostema trilobulatum,1
270082,Ainsliaea latifolia s. henryi,1
270082,Abies kawakamii,70
270082,Rosa transmorrisonensis,1
270082,Viburnum betulifolium,1
270082,Polygonum runcinatum,1
290045,Tsuga chinensis v. formosana,42
290045,Yushania niitakayamensis,95
290045,Ctenitis transmorrisonensis,1
290045,Ainsliaea latifolia s. henryi,1
290045,Abies kawakamii,58
290045,Polystichum stenophyllum,1
110418,Tsuga chinensis v. formosana,5
110418,Yushania niitakayamensis,90
110418,Abies kawakamii,79
110415,Tsuga chinensis v. formosana,15
110415,Yushania niitakayamensis,40
110415,Rhododendron pseudochrysanthum,10
110415,Rhododendron rubropilosum,1
110415,Abies kawakamii,50
110415,Deschampsia flexuosa,1
110415,Juniperus formosana,2
020449,Lepisorus thunbergianus,1
020449,Tsuga chinensis v. formosana,49
020449,Yushania niitakayamensis,90
020449,Viburnum foetidum v. rectangulatum,1
020449,Rhododendron pseudochrysanthum,22
020449,Pyrola alboreticulata,1
020449,Ainsliaea latifolia s. henryi,2
020449,Abies kawakamii,30
020449,Adiantum formosanum,1
020449,Cystopteris moupinensis,2
020449,Ribes formosanum,1
020449,Listera morrisonicola,1
020449,Sedum morrisonense,1
270074,Eurya glaberrima,1
270074,Hydrangea integrifolia,1
270074,Tsuga chinensis v. formosana,37
270074,Yushania niitakayamensis,95
270074,Pieris taiwanensis,4
270074,Ainsliaea latifolia s. henryi,1
270074,Abies kawakamii,59
270074,Cystopteris moupinensis,1
250062,Tsuga chinensis v. formosana,58
250062,Yushania niitakayamensis,80
250062,Pieris taiwanensis,2
250062,Rhododendron pseudochrysanthum,2
250062,Abies kawakamii,58
250062,Sorbus randaiensis,1
300192,Tsuga chinensis v. formosana,12
300192,Yushania niitakayamensis,91
300192,Elatostema trilobulatum,7
300192,Galium echinocarpum,2
300192,Carex brunnea,1
300192,Abies kawakamii,87
300192,Polystichum stenophyllum,1
300192,Viburnum betulifolium,1
300058,Eurya glaberrima,14
300058,Osmanthus heterophyllus,1
300058,Photinia niitakayamensis,2
300058,Tsuga chinensis v. formosana,18
300058,Yushania niitakayamensis,95
300058,Berberis kawakamii,3
300058,Elatostema trilobulatum,1
300058,Abies kawakamii,62
300058,Lepisorus pseudoussuriensis,1
300058,Viburnum betulifolium,2
200283,Eurya glaberrima,1
200283,Tsuga chinensis v. formosana,29
200283,Yushania niitakayamensis,95
200283,Rhododendron pseudochrysanthum,1
200283,Ctenitis transmorrisonensis,1
200283,Tripterospermum lanceolatum,1
200283,Ainsliaea latifolia s. henryi,1
200283,Abies kawakamii,71
200283,Carex breviculmis,1
200283,Gentiana davidii v. formosana,1
200283,Polystichum morii,1
200283,Athyrium reflexipinnum,1
200283,Trichophorum subcapitatum,1
200283,Luzula effusa,1
200283,Rubus pungens v. oldhamii,1
200283,Polystichum nepalense,1
020462,Dendropanax dentiger,1
020462,Eurya glaberrima,2
020462,Mecodium polyanthos,1
020462,Tsuga chinensis v. formosana,50
020462,Yushania niitakayamensis,55
020462,Rhododendron pseudochrysanthum,6
020462,Dryopteris austriaca,1
020462,Abies kawakamii,15
020462,Cheilotheca humilis,1
020452,Mecodium polyanthos,1
020452,Tsuga chinensis v. formosana,16
020452,Yushania niitakayamensis,60
020452,Berberis kawakamii,1
020452,Rhododendron pseudochrysanthum,1
020452,Galium echinocarpum,1
020452,Ctenitis transmorrisonensis,1
020452,Dryopteris austriaca,1
020452,Oxalis acetocella s. griffithii,4
020452,Ainsliaea latifolia s. henryi,3
020452,Abies kawakamii,84
020452,Brachypodium sylvaticum,4
020452,Cystopteris moupinensis,1
020452,Sedum morrisonense,8
020452,Arenaria subpilosa,1
020452,Ilex bioritsensis,3
020452,Oreomyrrhis involucrata,1
020452,Rubus fraxinifoliolus,1
020452,Urtica taiwaniana,1
081064,Lepisorus thunbergianus,1
081064,Tsuga chinensis v. formosana,14
081064,Yushania niitakayamensis,95
081064,Galium echinocarpum,1
081064,Ainsliaea latifolia s. henryi,1
081064,Abies kawakamii,76
081064,Deschampsia flexuosa,1
081064,Juniperus squamata,10
081064,Sedum morrisonense,1
081064,Circaea alpina s. imaicola,1
081064,Trichophorum subcapitatum,1
081064,Goodyera nankoensis,1
081064,Silene morrisonmontana,1
300179,Tsuga chinensis v. formosana,25
300179,Yushania niitakayamensis,78
300179,Rhododendron pseudochrysanthum,9
300179,Oxalis acetocella s. griffithii,1
300179,Ainsliaea latifolia s. henryi,8
300179,Abies kawakamii,70
300179,Deschampsia flexuosa,1
300179,Gaultheria itoana,1
300179,Lepisorus pseudoussuriensis,1
300179,Sorbus randaiensis,1
300179,Lycopodium annotinum,6
081017,Hedera rhombea v. formosana,1
081017,Lepisorus thunbergianus,1
081017,Eurya glaberrima,5
081017,Hydrangea integrifolia,1
081017,Tsuga chinensis v. formosana,31
081017,Yushania niitakayamensis,95
081017,Lyonia ovalifolia,1
081017,Lonicera acuminata,1
081017,Berberis kawakamii,1
081017,Ilex yunnanensis v. parvifolia,2
081017,Viburnum propinquum,1
081017,Abies kawakamii,62
081017,Ilex bioritsensis,1
270012,Eurya glaberrima,5
270012,Tsuga chinensis v. formosana,70
270012,Yushania niitakayamensis,70
270012,Pieris taiwanensis,1
270012,Rhododendron pseudochrysanthum,2
270012,Rhododendron rubropilosum,2
270012,Abies kawakamii,5
200502,Tsuga chinensis v. formosana,70
200502,Yushania niitakayamensis,95
200502,Elatostema trilobulatum,60
200502,Ainsliaea latifolia s. henryi,1
200502,Abies kawakamii,10
200502,Juniperus squamata,2
200502,Athyrium reflexipinnum,1
200502,Rubus pungens v. oldhamii,1
300182,Eurya glaberrima,8
300182,Tsuga chinensis v. formosana,48
300182,Yushania niitakayamensis,95
300182,Ainsliaea latifolia s. henryi,1
300182,Abies kawakamii,45
300182,Sorbus randaiensis,1
020470,Mecodium polyanthos,1
020470,Tsuga chinensis v. formosana,54
020470,Yushania niitakayamensis,11
020470,Abies kawakamii,33
020470,Lepisorus pseudoussuriensis,2
320484,Hedera rhombea v. formosana,1
320484,Mecodium polyanthos,1
320484,Tsuga chinensis v. formosana,33
320484,Yushania niitakayamensis,95
320484,Berberis kawakamii,1
320484,Elatostema trilobulatum,1
320484,Pieris taiwanensis,1
320484,Rhododendron pseudochrysanthum,19
320484,Galium echinocarpum,1
320484,Ctenitis transmorrisonensis,1
320484,Peracarpa carnosa,1
320484,Oxalis acetocella s. griffithii,1
320484,Ainsliaea latifolia s. henryi,1
320484,Abies kawakamii,44
320484,Ribes formosanum,1
320484,Circaea alpina s. imaicola,1
320484,Viburnum betulifolium,5
320484,Polystichum lachenense,1
270047,Tsuga chinensis v. formosana,9
270047,Yushania niitakayamensis,95
270047,Berberis kawakamii,1
270047,Elatostema trilobulatum,1
270047,Galium echinocarpum,1
270047,Urtica thunbergiana,1
270047,Dryopteris lepidopoda,1
270047,Prinsepia scandens,1
270047,Abies kawakamii,91
270047,Luzula taiwaniana,1
270047,Veronica oligosperma,1
270047,Rubus croceacanthus,1
113065,Hedera rhombea v. formosana,1
113065,Sarcopyramis napalensis v. bodinieri,1
113065,Eurya glaberrima,26
113065,Hydrangea integrifolia,1
113065,Tsuga chinensis v. formosana,16
113065,Yushania niitakayamensis,95
113065,Berberis kawakamii,1
113065,Elatostema trilobulatum,1
113065,Pieris taiwanensis,1
113065,Galium echinocarpum,1
113065,Urtica thunbergiana,1
113065,Myrmechis drymoglossifolia,1
113065,Abies kawakamii,56
113065,Cheilotheca humilis,1
113065,Athyrium reflexipinnum,1
113065,Polystichum stenophyllum,1
113065,Rhododendron pachysanthum,2
113065,Rubus pungens v. oldhamii,1
020471,Lepisorus thunbergianus,1
020471,Mecodium polyanthos,1
020471,Tsuga chinensis v. formosana,59
020471,Yushania niitakayamensis,95
020471,Elatostema trilobulatum,1
020471,Galium echinocarpum,1
020471,Chimaphila japonica,1
020471,Ainsliaea latifolia s. henryi,1
020471,Abies kawakamii,40
020471,Juniperus squamata,2
020471,Cystopteris moupinensis,1
020471,Sedum morrisonense,1
020471,Circaea alpina s. imaicola,1
020471,Polystichum morii,1
270079,Eurya glaberrima,3
270079,Tsuga chinensis v. formosana,47
270079,Yushania niitakayamensis,15
270079,Elatostema trilobulatum,68
270079,Peracarpa carnosa,1
270079,Oxalis acetocella s. griffithii,1
270079,Ainsliaea latifolia s. henryi,17
270079,Abies kawakamii,50
020464,Lepisorus thunbergianus,1
020464,Mecodium polyanthos,1
020464,Tsuga chinensis v. formosana,54
020464,Yushania niitakayamensis,95
020464,Chimaphila japonica,1
020464,Abies kawakamii,46
020464,Cheilotheca humilis,1
020464,Odontochilus inabai,1
020451,Lepisorus thunbergianus,1
020451,Tsuga chinensis v. formosana,53
020451,Yushania niitakayamensis,95
020451,Rhododendron pseudochrysanthum,5
020451,Chimaphila japonica,1
020451,Abies kawakamii,43
020451,Cheilotheca humilis,1
081048,Tsuga chinensis v. formosana,11
081048,Yushania niitakayamensis,95
081048,Rhododendron pseudochrysanthum,1
081048,Senecio nemorensis v. dentatus,1
081048,Ainsliaea latifolia s. henryi,5
081048,Abies kawakamii,89
081048,Agrostis infirma,1
081048,Oxalis acetocella s. taemoni,1
110441,Hedera rhombea v. formosana,1
110441,Eurya glaberrima,1
110441,Hydrangea integrifolia,1
110441,Tsuga chinensis v. formosana,70
110441,Yushania niitakayamensis,85
110441,Elatostema trilobulatum,1
110441,Crypsinus quasidivaricatus,1
110441,Peracarpa carnosa,1
110441,Smilax vaginata,1
110441,Ainsliaea latifolia s. henryi,1
110441,Abies kawakamii,10
110441,Cystopteris moupinensis,1
110441,Athyrium reflexipinnum,1
110441,Oxalis acetocella s. griffinthii v. fo,1
110441,Rubus pungens v. oldhamii,1
110439,Hedera rhombea v. formosana,1
110439,Eurya glaberrima,1
110439,Hydrangea integrifolia,1
110439,Tsuga chinensis v. formosana,60
110439,Yushania niitakayamensis,70
110439,Berberis kawakamii,2
110439,Elatostema trilobulatum,1
110439,Rhododendron pseudochrysanthum,1
110439,Galium echinocarpum,1
110439,Smilax vaginata,1
110439,Ainsliaea latifolia s. henryi,1
110439,Ellisiophyllum pinnatum,2
110439,Rubia lanceolata,1
110439,Abies kawakamii,50
110439,Athyrium reflexipinnum,1
110439,Polystichum stenophyllum,1
110439,Rubus pungens v. oldhamii,1
290164,Tsuga chinensis v. formosana,21
290164,Yushania niitakayamensis,95
290164,Abies kawakamii,53
270078,Tsuga chinensis v. formosana,6
270078,Yushania niitakayamensis,30
270078,Berberis kawakamii,1
270078,Elatostema trilobulatum,1
270078,Pieris taiwanensis,1
270078,Dryopteris lepidopoda,1
270078,Polygonum cuspidatum,1
270078,Ainsliaea latifolia s. henryi,1
270078,Abies kawakamii,67
270078,Circaea alpina s. imaicola,1
250081,Lepisorus thunbergianus,1
250081,Eurya glaberrima,10
250081,Tsuga chinensis v. formosana,49
250081,Yushania niitakayamensis,80
250081,Lonicera acuminata,1
250081,Elatostema trilobulatum,1
250081,Abies kawakamii,55
250081,Deschampsia flexuosa,1
250081,Berberis morrisonensis,3
250081,Pimpinella niitakayamensis,1
250081,Oxalis acetocella s. griffinthii v. fo,1
250081,Polystichum stenophyllum,1
250081,Luzula effusa,2
250081,Tripterospermum cordifolium,1
250081,Lycopodium selago v. appressum,5
273043,Tsuga chinensis v. formosana,40
273043,Yushania niitakayamensis,80
273043,Athyrium subrigescens,1
273043,Abies kawakamii,41
273043,Carex breviculmis,1
273043,Lepisorus pseudoussuriensis,1
273043,Galium formosense,1
273043,Rubus croceacanthus,1
300117,Elaeagnus thunbergii,3
300117,Araiostegia parvipinnata,1
300117,Eurya glaberrima,3
300117,Hydrangea integrifolia,1
300117,Osmanthus heterophyllus,1
300117,Tsuga chinensis v. formosana,62
300117,Yushania niitakayamensis,95
